id,Name,PresentID,Type,Tag,Fightgroup,SummonGroup,WalkSpeed,RunSpeed,FloatHeight,RotateSpeed,AttackSpeed,SkillCD,AttackProb,Sight,FightTogetherDis,BeLocked,InBornBuff,MaxSuperArmor,WeakStatus,SuperArmorBrokenBuff,SuperArmorRecoveryValue,SuperArmorRecoveryMax,AttackBase,MagicAttackBase,MaxHP,MobaExp,MobaExpRange,MobaKillNeedHint,PosIndex,HpSection,IsWander,Block,DynamicBlock,UsingGeneralCutscene,SoloShow,EndShow,Fov,AIStartTime,AIActionGap,IsFixedInCD,FashionTemplate,Highlight,UseMyMesh,ExtraReward,aihit,AiBehavior,InitEnmity,AlwaysHpBar,HideName,ratioleft,ratioright,ratioidle,ratiodistance,ratioskill,ratioexp,navigation,IsNavPingpong,HideInMiniMap,Access,SameBillBoard,PandoraDropIDs,DropIDs,BigMeleePoints
137,影舞者转职体验,10167,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1202,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
138,风行者转职体验,10168,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1202,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
139,火舞转职体验,10169,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1302,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
140,冰灵转职体验,10170,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1302,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
141,时空领主转职体验,10171,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1302,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
142,黑暗女王转职体验,10172,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1302,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
143,圣骑士转职体验,10173,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1402,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
144,十字军转职体验,10174,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1402,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
145,圣徒转职体验,10175,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1402,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
146,雷神转职体验,10176,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1402,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
147,重炮手转职体验,10177,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1502,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
148,机械大师转职体验,10178,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1502,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
149,炼金圣士转职体验,10179,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1502,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
150,药剂师转职体验,10180,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1502,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
151,烈转职体验,10183,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1602,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
152,影转职体验,10184,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1602,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
153,曜转职体验,10185,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1602,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
154,暗转职体验,10186,2,,-1,,3,5,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,5,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,1602,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
99000,幼儿园陪练-兽人,323,2,,,,1.5,3.5,,10,100,100,0,10,10,,,,,,,,150,10,100000000,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,,TRUE,,,1,Monster,0,,,0.2,0.1,0.1,0.2,0,0,,1,,,,,,
99001,小学陪练-地狱犬,40174,1,,,,3.5,3,,10,100,100,0.15,20,10,,,999999999,FALSE,,,,150,10,100000000,,,,,10,FALSE,TRUE,,FALSE,FALSE,FALSE,55,2.5,1.5,TRUE,,TRUE,,,1,Monster_Nest,0,,,0,0,0.1,0,0.75,0,,1,,,,,,
99002,初中陪练-狮蝎,40277,1,,,,3,3,,10,100,100,0.15,15,10,,,999999999,,,,,150,10,100000000,,,,,10,FALSE,TRUE,,FALSE,FALSE,FALSE,55,2.5,1.5,TRUE,,TRUE,,,1,Monster_Nest,0,,,0,0,0.1,0,0.75,0,,1,,,,,,
99003,高中陪练-天启,40371,1,,,,3,3,,5,100,100,0.15,15,10,,,800000,,,,,150,10,100000000,,,,,10,FALSE,TRUE,,TRUE,FALSE,TRUE,55,2.5,1.5,TRUE,,TRUE,,,1,Monster_Nest,0,,,0,0,0.1,0,0.75,0,,1,,,,,,
99004,大一陪练-海龙,43001,1,,,,0,0,,5,100,100,0.15,40,10,,,999999999,,,,,150,10,100000000,,,,,10,FALSE,TRUE,,FALSE,FALSE,FALSE,,2.5,1,TRUE,,FALSE,,,1,Monster_Nest,0,,,0,0,0.1,0,0.75,0,,1,,,,,,
99005,大二陪练-海龙,43002,1,,,,0,0,,5,100,100,0.15,40,10,,,999999999,,,,,150,10,100000000,,,,,30,FALSE,TRUE,,FALSE,FALSE,FALSE,60,2.5,1,TRUE,,FALSE,,,1,Monster_SeaDragon_Nest,0,,,0,0,0.1,0,0.75,0,,1,,,,,,
198,祭司转职体验,299,2,,-1,,1,3,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
199,祭司转职体验,399,2,,-1,,1,2.3,,8,100,100,1,20,10,,,,,,,,150,500,4000,,,,,,FALSE,TRUE,,FALSE,FALSE,FALSE,,1.5,1.5,FALSE,,TRUE,,,1,Ally,0,,,0.2,0.2,0.2,0.2,0.2,0.2,,1,,,,,,
201,雷电之手,1351,2,,-1,,0,0,,0,100,100,0,35,10,,34216=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
202,治愈之手,1352,2,,-1,,0,0,,0,100,100,0,35,10,,34213=1|34201=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
203,掌握之手,1353,2,,-1,,0,0,,0,100,100,0,35,10,,34215=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
204,痊愈之手,1354,2,,-1,,0,0,,0,100,100,0,35,10,,34214=1|34203=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
205,雷电之手EX,1355,2,,-1,,0,0,,0,100,100,0,35,10,,34408=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
206,治愈之手EX,1356,2,,-1,,0,0,,0,100,100,0,35,10,,34405=1|34217=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
207,掌握之手EX,1357,2,,-1,,0,0,,0,100,100,0,35,10,,34407=1|34414=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
208,痊愈之手EX,1358,2,,-1,,0,0,,0,100,100,0,35,10,,34406=1|34411=1|34415=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
221,偷袭点-花,7300,2,,-1,,0,0,,0,100,100,0,35,10,,32311=1|30010=1,999999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
222,偷袭点EX-花,7301,2,,-1,,0,0,,0,100,100,0,35,10,,32311=1|30010=1,999999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,2,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,TRUE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
231,冰柱喷射,1361,2,,-1,,0,0,,0,100,100,0,35,10,,33402=1|30010=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
232,能量反射,1362,2,,-1,,0,0,,0,100,100,0,35,10,,33203=1|33204=1|30010=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.1,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
233,能量反射EX,1363,2,,-1,,0,0,,0,100,100,0,35,10,,33203=1|33206=1|30010=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.1,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
234,激光破碎EX,1364,2,,-1,,0,0,,0,100,100,0,35,10,,33207=1|30010=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.1,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
235,审判锤EX,1350,2,,-1,,0,0,,0,100,100,0,35,10,,34219=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.1,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
236,神圣大地,1367,2,,-1,,0,0,,0,100,100,0,35,10,,34305=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.1,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
237,神圣大地EX,1368,2,,-1,,0,0,,0,100,100,0,35,10,,34305=1,999999,,,,,150,1,1,,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.1,0.5,FALSE,,FALSE,,,-1,Monster_Summon,0,FALSE,TRUE,0,0,0,0,0.2,0,,1,,,,,,
