UID,Prefab,Name,BoneSuffix,AnimLocation,SkillLocation,CurveLocation,BoundRadius,BoundRadiusOffset,BoundHeight,HugeMonsterColliders,Scale,UIAvatarAngle,UIAvatarScale,AvatarPos,Huge,EnterGame,AngluarSpeed,Idle,AttackIdle,FishingIdle,Walk,AttackWalk,Run,AttackRun,RunLeft,AttackRunLeft,RunRight,AttackRunRight,MoveFx,Freeze,FreezeFx,Hit_f,Hit_l,Hit_r,HitBackOffsetTimeScale,HitFly,HitFlyOffsetTimeScale,Hit_Roll,HitRollOffsetTimeScale,HitBack_Recover,HitFly_Bounce_GetUp,HitRoll_Recover,HitFx,Death,DeathFx,HitCurves,DeathCurve,A,AA,AAA,AAAA,AAAAA,OtherSkills,SkillNum,Dash,Ultra,Appear,Disappear,FishingCast,FishingPull,FishingWait,FishingWin,FishingLose,Dance,Kiss,InheritActionOne,InheritActionTwo,Atlas,Avatar,Atlas2,Avatar2,Shadow,Feeble,FeebleFx,ArmorBroken,SuperArmorRecoverySkill,RecoveryFX,RecoveryHitSlowFX,RecoveryHitStopFX
20,NPC_geraint_soul,杰兰特,_geraint,NPC_geraint/,NPC_geraint/,NPC_geraint/,0.25,,1.15,,1,,1,,FALSE,,,NPC_geraint_idle,NPC_geraint_idle,,,Npc_geraint_walk,,Npc_geraint_run,,,,,,,,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,1|1|1,,,,1|1|1,1|1|1,,0.4,,,,,,NPC_geraint_attack,,,,,NPC_geraint_barrier|NPC_geraint_shild,,,,,,,,,,,,,,,common/SmallAvatar,TXNPCicon_07,,,TRUE,,,,,,,
21,NPC_chandler,钱德勒,_chandler,NPC_chandler/,,,0.3,,1.1,,1,,0.95,,FALSE,,,NPC_chandler_Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
22,NPC_dowling,铁匠,_dowling,NPC_dowling/,,,0.3,,0.83,,1,,1,,FALSE,,,NPC_dowling_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
23,NPC_pope,奸商波普,_pope,NPC_pope/,,,0.3,,1,,1,,1,,FALSE,,,NPC_pope_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
24,NPC_argent,阿尔杰塔,_argent,NPC_argent/,,,0.25,,1.07,,1,,1,,FALSE,,,NPC_argent_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
25,NPC_Velskud,贝思柯德,_Velskud,NPC_Velskud/,NPC_Velskud/,NPC_Velskud/,0.25,,1.2,,1,,0.7,,FALSE,,,NPC_Velskud_hertstand,NPC_Velskud_idle,,,NPC_Velskud_walk,,NPC_Velskud_walk,,,,,,,,NPC_Velskud_hit_back|NPC_Velskud_hit_shiver|NPC_Velskud_hit_recover,NPC_Velskud_hit_back|NPC_Velskud_hit_shiver|NPC_Velskud_hit_recover,NPC_Velskud_hit_back|NPC_Velskud_hit_shiver|NPC_Velskud_hit_recover,1|1|0.8,,0.25|1|0.31|3,,1|1|1,0.167|0.167|0.167,0|0|0,0.4,,NPC_Velskud_dead,,NPC_Velskud_hit_forward|NPC_Velskud_hit_forward|NPC_Velskud_hit_forward,NPC_Velskud_dead_up|NPC_Velskud_dead_forward,NPC_Velskud_attack,,,,,NPC_Velskud_onelight_one_secondstage|NPC_Velskud_onelight_one_secondstage_QTE|NPC_Velskud_recovery_skill|NPC_Velskud_onelight_one|NPC_Velskud_teleport_onechapter|NPC_Velskud_teleport_onechapter_start|NPC_Velskud_attack_onechapter|NPC_Velskud_teleport,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_05,,,TRUE,NPC_Velskud_weak,,NPC_Velskud_weak_start,NPC_Velskud_stompnslash_one,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01
26,NPC_rose,罗丝,_rose,NPC_rose/,,,0.2,,1,,1,,1,,FALSE,,,NPC_rose_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
27,Npc_geraint_closeeye,瞎眼杰兰特,_geraint,NPC_geraint/,,,0.25,,0.7,,1,,1,,FALSE,,,Npc_geraint_idle_maincity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
28,NPC_millefeuille,黑暗女神官.米亚皮尤,_darklair,NPC_millefeuille/,,,0.3,,1,,1,,1,,FALSE,,,NPC_millefeuille_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
29,NPC_gambler,竞技场npc,_pvp_gambler,NPC_gambler/,,,0.3,,1.14,,1,,0.9,,FALSE,,,NPC_gambler_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
30,NPC_geraint,杰兰特,_geraint,NPC_geraint/,NPC_geraint/,NPC_geraint/,0.25,,1.15,,1,,1,,FALSE,,,NPC_geraint_idle,NPC_geraint_idle,,,Npc_geraint_walk,,Npc_geraint_run,,,,,,,,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,1|1|1,,1|1|1|1,,1|1|1,1|1|1,,0.4,,,,,,NPC_geraint_attack,,,,,NPC_geraint_barrier|NPC_geraint_shild,,,,,,,,,,,,,,,common/SmallAvatar,TXNPCicon_07,,,TRUE,,,,,,,
31,NPC_Velskud_darkwing,真.贝思柯德,_Velskud,NPC_Velskud/,NPC_Velskud/,NPC_Velskud/,0.25,,1.2,,1,,0.7,,FALSE,,,NPC_Velskud_idle,NPC_Velskud_idle,,,NPC_Velskud_walk,,NPC_Velskud_walk,,,,,,,,NPC_Velskud_hit_back|NPC_Velskud_hit_shiver|NPC_Velskud_hit_recover,NPC_Velskud_hit_back|NPC_Velskud_hit_shiver|NPC_Velskud_hit_recover,NPC_Velskud_hit_back|NPC_Velskud_hit_shiver|NPC_Velskud_hit_recover,1|1|0.8,,0.25|1|0.31|3,,1|1|1,0.167|0.167|0.167,0|0|0,0.4,,NPC_Velskud_dead,,NPC_Velskud_hit_forward|NPC_Velskud_hit_forward|NPC_Velskud_hit_forward,NPC_Velskud_dead_up|NPC_Velskud_dead_forward,NPC_Velskud_wing_attack,,,,,NPC_Velskud_wing_darktouch|NPC_Velskud_wing_wall|NPC_Velskud_wing_stone|NPC_Velskud_wing_teleport,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_05,,,TRUE,NPC_Velskud_weak,,NPC_Velskud_weak_start,NPC_Velskud_stompnslash_one,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01,Effects/FX_Particle/Roles/Lzg_Ty/Ty_pbt_01
32,NPC_decud,戴卡德,_decud,NPC_decud/,,,0.3,,1.06,,1,,1,,FALSE,,,NPC_decud_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
33,NPC_frederick,魔法师桑德斯,_frederick,NPC_frederick/,,,0.2,,1.19,,1,,1,,FALSE,,,NPC_frederick_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
34,NPC_terram,特拉玛依,_terram,NPC_terram/,,,0.3,,1.05,,1,,1,,FALSE,,,NPC_terram_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
35,NPC_adelin,艾德琳,_adelin,NPC_adelin/,,,0.2,,1,,1,,1,,FALSE,,,NPC_adelin_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
36,NPC_soceresstiana,魔法师导师缇娜,_soceresstiana,NPC_soceresstiana/,,,0.2,,1,,1,,1,,FALSE,,,NPC_soceresstiana_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
37,NPC_geraint,杰兰特(大范围技能）,_geraint,NPC_geraint/,NPC_geraint/,NPC_geraint/,0.25,,1.15,,1,,1,,FALSE,,,NPC_geraint_idle,NPC_geraint_idle,,,Npc_geraint_walk,,Npc_geraint_run,,,,,,,,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,NPC_geraint_idle|NPC_geraint_idle|NPC_geraint_idle,1|1|1,,1|1|1|1,,1|1|1,1|1|1,,0.4,,,,,,NPC_geraint_attack_big,,,,,NPC_geraint_barrier_big|NPC_geraint_shild,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
38,NPC_event_red,艾琳,_event_red,Npc_event_red/,,,0.2,,0.9,,1,,1.1,,FALSE,,,Npc_event_red_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
39,NPC_bishop,教皇,_bishop,NPC_bishop/,,,0.3,,0.9,,1,,1,,FALSE,,,NPC_bishop_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
40,NPC_charty,查提,_charty,NPC_charty/,,,0.2,,1,,1,,1,,FALSE,,,NPC_charty_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
41,NPC_circuspierrot,小丑,_circuspierrot,NPC_circuspierrot/,,,0.2,,0.6,,1,,1,,FALSE,,,NPC_circuspierrot_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
42,NPC_haloli,夏萝莉,_haloli,NPC_haloli/,,,0.2,,0.9,,1,,1,,FALSE,,,NPC_haloli_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
43,NPC_sidel,西德尔,_sidel,NPC_sidel/,,,0.2,,1,,1,,1,,FALSE,,,NPC_sidel_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
44,NPC_elite_soilder,精锐士兵,_elite_soilder,NPC_elite_soilder/,,,0.3,,1,,1,,0.95,,FALSE,,,NPC_elite_soilder_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
45,NPC_fugus,福古斯,_fugus,NPC_fugus/,,,0.3,,1.1,,1,,1,,FALSE,,,NPC_fugus_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
46,NPC_lily,莉莉,_lily,NPC_lily/,,,0.2,,0.8,,1.05,,1,NPC_lily_idle,FALSE,,,NPC_lily_idle,NPC_lily_attack_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
47,NPC_lily,莉莉,_lily,NPC_lily/,,,0.2,,0.8,,1.05,,1,,FALSE,,,NPC_lily_idle,NPC_lily_idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
48,NPC_germain,牧师导师,_germain,NPC_germain/,,,0.2,,1.2,,1,,1,,FALSE,,,NPC_germain_idle,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
49,NPC_Velskud,贝思柯德,_Velskud,NPC_Velskud/,NPC_Velskud/,NPC_Velskud/,0.25,,1.2,,1,,1,,FALSE,,,NPC_Velskud_hertstand,,,,,,,,,,,,,,,,,1|1|1,,1|1|1|1,,1|1|1,1|1|1,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,common/SmallAvatar,TXBOSSicon_05,,,TRUE,,,,,,,
